id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2101723,https://www.airbnb.com/rooms/2101723,2.02501E+13,30/01/2025,city scrape,KOHLI-HOUSE   EXTERIOR SOLEADO,"American Kitchen: Ice Cream, Kitchen & Gas Oven<br />A bedroom with a double bed, fan, A/C.<br />Full bathroom: antique bathtub, bidet, hot and cold water.<br />Outdoor 35m2 outdoor deck for private use, with outdoor chairs.","The property is nearby restaurants, museums, Art Galleries, Libraries, Business, Cafes, Bars, Pubs, Nightclubs and the famous Mercado de San Telmo. It is only 6 blocks away from Plaza Dorego, 8 from Plaza de Mayo and 12 from the Obelisk.",https://a0.muscache.com/pictures/afc2dcf3-d5de-4416-9f7b-256f36363ca1.jpg,10533266,https://www.airbnb.com/users/show/10533266,Emilio,09/12/2013,"Buenos Aires, Argentina","Somos un emprendimiento familiar, desarrollamos este proyecto con la idea de crear un ambiente cálido y tranquilo donde vivir y atender a nuestros huéspedes de forma personal. También cuidar de la naturaleza, realizando el menor impacto posible en ella, para lo cual reciclamos materiales para la construcción y mantenimiento del complejo.  Cada departamento tiene una identidad única y original. Vivir en ellos es una experiencia inolvidable.",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/4e6998ba-61bf-40b1-b73c-8e5979521d92.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4e6998ba-61bf-40b1-b73c-8e5979521d92.jpg?aki_policy=profile_x_medium,San Telmo,11,14,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Constitucion,,-34.61854,-58.37815,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Backyard"", ""TV"", ""Hair dryer"", ""Outdoor furniture"", ""Heating"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dishes and silverware"", ""Smoking allowed"", ""Essentials"", ""Oven"", ""BBQ grill"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Stove"", ""Washer"", ""Luggage dropoff allowed"", ""Hot water"", ""Wifi"", ""Outdoor dining area"", ""City skyline view"", ""Courtyard view"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Fire extinguisher"", ""Window AC unit"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]",36758,2,1125,2,2,1125,1125,2,1125,,t,13,43,73,163,30/01/2025,55,4,0,163,4,24,882192,30/01/2014,28/04/2024,4.89,4.93,4.56,4.93,4.96,4.89,4.85,,f,11,11,0,0,0.41
2108897,https://www.airbnb.com/rooms/2108897,2.02501E+13,30/01/2025,city scrape,"Palermo loft, high flor, open view","Duplex apartment, with large windows and lots of light . Great for work travelers or couples. Fully equipped with full kitchen<br />Building with 24h security. terrace, 2 swimming pools, solarium, garden, GYM, laundry room","It is located in Palermo Hollywood, one of the most living areas of Buenos Aires, where you will find the best restaurants, bars, records, designer clothing and decor stores that coexist with TV producers and advertising agencies, creating one of the favorite places for tourists and Buenos Aires.",https://a0.muscache.com/pictures/81946642/eb779700_original.jpg,4994194,https://www.airbnb.com/users/show/4994194,Paula Marina,06/02/2013,"Tibau do Sul, Brazil","Soy medica especialidad Nutricion y prevencion en salud
Busco tener una vida saludable y en pleno contacto con la naturaleza y enseñar a los demas a vivir mejor y en una forma mas saludable 
Me encanta viajar, conocer diferentes culturas, estar en contacto con el agua, el mar , la vida al aire libre, los amigos, conocer gente de todo el mundo, estudiar sobre la vida saludable y ayudar a los demas a encontrar lo que desean tanto en la salud como en los viajes.
Estudie en Argentina, vivi muchos años en Brasil y  tambien hice parte de mi formacion en España. Por mi temperamento aventurero tuve la oportunidad de viajar y conocer gente de todo el mundo y encantarme por las distintas culturas y costumbres. Todo esto me abrio muchas puertas para mi crecimiento personal y disfrutar de dar lo mejor de mi en cada cosa que hago.
En el año 2001 comence   como un hobby a alquilar de departamentos de mi familia, para recibir extranjeros que venian a buenos aires a estudiar tango y español, conoci mucha gente de todo el ...",within an hour,100%,92%,t,https://a0.muscache.com/im/users/4994194/profile_pic/1360193221/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4994194/profile_pic/1360193221/original.jpg?aki_policy=profile_x_medium,Palermo,21,26,"['email', 'phone', 'work_email']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.58206,-58.43387,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Bathtub"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""TV with standard cable"", ""Outdoor furniture"", ""Heating"", ""Dedicated workspace"", ""Paid washer \u2013 In building"", ""Private entrance"", ""Dishes and silverware"", ""Shared backyard \u2013 Not fully fenced"", ""Elevator"", ""Outdoor shower"", ""Pets allowed"", ""Essentials"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat"", ""Oven"", ""Clothing storage: walk-in closet"", ""Coffee maker: Nespresso, pour-over coffee"", ""Cleaning available during stay"", ""Hangers"", ""Marca nacional  body soap"", ""Laundromat nearby"", ""Microwave"", ""Private patio or balcony"", ""Sun loungers"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""AC - split type ductless system"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Shared gym in building"", ""Paid parking lot off premises"", ""Electric stove"", ""Paid dryer \u2013 In building"", ""Toaster"", ""City skyline view"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Cooking basics"",...",105022,2,180,2,2,180,180,2,180,,t,6,20,50,230,30/01/2025,157,30,3,230,31,180,18903960,03/01/2017,28/01/2025,4.87,4.83,4.82,4.92,4.94,4.96,4.71,,f,12,12,0,0,1.6
2114323,https://www.airbnb.com/rooms/2114323,2.02501E+13,30/01/2025,city scrape,Palermo-sunny apartment-best location-4 pax-2 bdr,"Amazing recycled apartment. Best location of Palermo.<br />Two blocks to  Santa Fe Av ,two blocks to metro station ,six blocks to Plaza Armenia, 6 blocks to Don Julio Parrilla,6 blocks to Alto Palermo Shopping<br />Modern and bohemian.<br />Full equiped. <br />The two bedrooms have blinds to provide total darkness at bedtime.<br />5th bed in the living room that provides flexibility al bed time.<br />300 megas wifi .<br /><br />Personalized attention from its owner","Palermo in an incredible neighborhood, full of coffes and shops.<br />The apartment is for blocks from the plaza palermo viejo, two blocks from Santa Fe Av. and 1 block from Scalabrini Ortiz Av.<br />Perfect location",https://a0.muscache.com/pictures/29466812/c37d436c_original.jpg,10779461,https://www.airbnb.com/users/show/10779461,Julieta,23/12/2013,"Buenos Aires, Argentina","Soy de Buenos Aires,Argentina.Soy arquitecta y me encanta viajar y relacionarme con gente de otros lugares.",within an hour,100%,100%,t,https://a0.muscache.com/im/users/10779461/profile_pic/1387821629/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10779461/profile_pic/1387821629/original.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Palermo,,-34.58779216,-58.41760778,Entire rental unit,Entire home/apt,4,1,1 bath,2,5,"[""Bathtub"", ""Air conditioning"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""TV with standard cable"", ""Books and reading material"", ""Heating"", ""Blender"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Oven"", ""Drying rack for clothing"", ""Hangers"", ""Laundromat nearby"", ""Microwave"", ""Conditioner"", ""Stove"", ""Room-darkening shades"", ""Hot water kettle"", ""Coffee"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Body soap"", ""Shampoo"", ""Toaster"", ""Extra pillows and blankets"", ""Portable fans"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Bidet"", ""Clothing storage"", ""Refrigerator"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen"", ""Freezer"", ""Baking sheet""]",41337,4,100,4,4,100,100,4,100,,t,29,59,89,364,30/01/2025,301,22,0,335,25,176,7275312,07/02/2014,12/12/2024,4.74,4.77,4.7,4.95,4.91,4.92,4.72,,t,1,1,0,0,2.25
2115488,https://www.airbnb.com/rooms/2115488,2.02501E+13,30/01/2025,city scrape,¡LOVELY AND SUNNY FLAT IN BUENOS AIRES!,"Beautiful place, bright and close to everything you want to enjoy Buenos aires",,https://a0.muscache.com/pictures/f5a0c379-7d6a-4515-a277-f77ec3a5f181.jpg,10785270,https://www.airbnb.com/users/show/10785270,Gabriel,23/12/2013,Mexico,,within a day,100%,40%,f,https://a0.muscache.com/im/pictures/user/10cd687b-a232-4168-a724-37bead6be6f5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10cd687b-a232-4168-a724-37bead6be6f5.jpg?aki_policy=profile_x_medium,Almagro,1,1,"['email', 'phone']",t,t,,Almagro,,-34.60105,-58.41682,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Air conditioning"", ""TV with standard cable"", ""Heating"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dishes and silverware"", ""Elevator"", ""Smoking allowed"", ""Essentials"", ""Oven"", ""BBQ grill"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Shared pool"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Dryer"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]",31507,7,360,7,7,360,360,7,360,,t,0,30,60,122,30/01/2025,37,2,0,122,2,28,882196,23/10/2016,07/05/2024,4.86,4.78,4.54,4.81,4.89,4.97,4.78,,f,1,1,0,0,0.37
2137985,https://www.airbnb.com/rooms/2137985,2.02501E+13,30/01/2025,city scrape,Nice 2 room apt BA Center,This lovely flat in the heart of the City is yet calm and welcoming. The spaces are open and the atmosphere is welcoming and warm. It can host up to 5 persons and it is perfectly located to visit Buenos-Aires.,"On the border between two very old neighborhoods of Buenos Aires Balvanera and San Nicolas, a few meters from the Palais du Congrès de la Nation, at km 0 of the city, these neighborhoods have always been the center of the city's cultural and social events. <br />400 meters from the iconic Corrientes Avenue its theatres, restaurants , 900 meters from the obelisk and 100 meters from Rivadavia Avenue which runs the city from east to west for more than 10 km, 100 meters from the elegant Callao Avenue between Balvanera and San Nicolas.",https://a0.muscache.com/pictures/9125e223-e671-4e63-affb-f97e7a020a33.jpg,10910463,https://www.airbnb.com/users/show/10910463,Gabriela,30/12/2013,"Buenos Aires, Argentina","Voyages amis art découvertes bonne humeur et qualité des relations !
",within a few hours,79%,74%,f,https://a0.muscache.com/im/users/10910463/profile_pic/1388419968/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10910463/profile_pic/1388419968/original.jpg?aki_policy=profile_x_medium,Balvanera,1,4,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Balvanera,,-34.60726,-58.39352,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,2,"[""Backyard"", ""Air conditioning"", ""First aid kit"", ""Patio or balcony"", ""Bed linens"", ""Hair dryer"", ""Clothing storage: closet"", ""Heating"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dishes and silverware"", ""Dishwasher"", ""Elevator"", ""Essentials"", ""Oven"", ""Drying rack for clothing"", ""Hangers"", ""Laundromat nearby"", ""Stove"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Mosquito net"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Toaster"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Cooking basics"", ""Iron"", ""Exterior security cameras on property"", ""Bidet"", ""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Freezer""]",36767,2,14,2,2,14,14,2,14,,t,6,27,57,57,30/01/2025,35,9,4,57,5,54,1985418,02/01/2015,23/01/2025,4.69,4.66,4.74,4.94,4.86,4.6,4.66,,f,1,1,0,0,0.29
2716160,https://www.airbnb.com/rooms/2716160,2.02501E+13,30/01/2025,city scrape,Beautiful Retro Cool Apt in Palermo Hollywood,"A two-room apartment located in the very HEART of Palermo Hollywood! Guests love the location and atmosphere, very cool and European…. The apartment is located in a perfect spot: Soler and Arevalo Street.","The Avenida Santa Fe is only 2 blocks away, this is one the main avenues of Buenos Aires and is full of boutiques and eateries. Right there is the subway station ""Mto Carranza"" of line D, and station train, as well as several bus lines that can go downtown, Palermo and Belgrano.",https://a0.muscache.com/pictures/3160da2c-ca71-4908-904d-f1a8c480c6e7.jpg,13899105,https://www.airbnb.com/users/show/13899105,Lorenzo,04/04/2014,"Rome, Italy","Vivi en Buenos Aires muchos anos, donde dejé el corazón y un departamento, que es mi casa en el sentido que la cuido como si la viviera yo. Hace unos anos me volvi a Italia. Voy y vengo.",within a day,50%,58%,f,https://a0.muscache.com/im/pictures/user/99dad92a-0803-4605-9d90-547bb205f2b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/99dad92a-0803-4605-9d90-547bb205f2b8.jpg?aki_policy=profile_x_medium,Palermo,2,2,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.57778,-58.43609,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""Air conditioning"", ""TV"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Dishes and silverware"", ""Elevator"", ""Pets allowed"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Dryer"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""Free street parking"", ""Kitchen""]",29571,7,1125,7,7,1125,1125,7,1125,,t,22,24,54,329,30/01/2025,9,3,0,300,3,42,1241982,08/12/2019,05/04/2024,4.89,5,4.56,5,5,5,4.78,,f,1,1,0,0,0.14
2718037,https://www.airbnb.com/rooms/2718037,2.02501E+13,29/01/2025,city scrape,New! Tango Area Studio +PoolGym&Spa,"""Nice, comfortable and charming""... this are the words to describe the experience of staying at this appart.<br />At meters from the Abasto, neighborhood where the Tango of Buenos Aires was born, is this new and privileged studio, in the heart of the City.","In the geographical center of the city, the apartment is located in the heart of the Almagro neighborhood, meters from Avenida Corrientes and surrounded by countless transports and access to the main places of the City. Among them the subte ""B"" (Metro), on the way to the Obelisk, and which also reaches the beautiful neighborhood of Puerto Madero, and between both the most important cultural and gastronomic center of the city where the traditional ""Noche Porteña"" is enjoyed. <br />It is also located, very few blocks from the neighborhood where the ""Tango"", the Abasto area (10 blocks, 15 minutes walk), which with its traditional Shopping reflects one of the most imposing and traditional facades of the City. Surrounded by ballrooms and live shows, rounding out the vast array of commercial, cultural and gastronomic venues that will help you enjoy the ride. <br /><br />For its excellent location and the numerous means of transport available towards all directions, it is easy to access the o",https://a0.muscache.com/pictures/36714572/17c41252_original.jpg,11589705,https://www.airbnb.com/users/show/11589705,Pat,24/01/2014,"Buenos Aires, Argentina","Me encanta que la gente se sienta como en su casa, siendo anfitriona desearia poder colaborar aportando todos los detalles y datos que pueda sobre la ciudad, nuestro pais y cultura, sugerir salidas, paseos o simplemente que mi huesped se sienta comodo y con alquien en quien confiar durante su estadia. Es lo que yo misma he sentido algunas veces que viaje, y quisiera que esa sensacion de seguridad y asesoramiento permanente para el viaje esten presentes durante toda su estadia. Ojala pueda acompanarlos de esa manera cordial, amistosa y predispuesta que tantas veces sueno dar a quien viene a visitar mi ciudad.
",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/11589705/profile_pic/1390544404/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11589705/profile_pic/1390544404/original.jpg?aki_policy=profile_x_medium,Almagro,2,2,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Almagro,,-34.60698,-58.42524,Entire rental unit,Entire home/apt,2,1,1 bath,1,2,"[""Washer"", ""Air conditioning"", ""Dryer"", ""Essentials"", ""TV with standard cable"", ""Wifi"", ""Pool"", ""Gym"", ""Heating"", ""Fire extinguisher"", ""Kitchen"", ""Shampoo"", ""Elevator""]",39908,1,1125,1,1,1125,1125,1,1125,,t,0,0,25,300,29/01/2025,20,0,0,272,0,0,0,26/06/2014,25/03/2017,4.3,4.47,4.42,4.58,4.79,4.21,4.47,,t,2,2,0,0,0.15
2722747,https://www.airbnb.com/rooms/2722747,2.02501E+13,30/01/2025,city scrape,Dream garden - Palermo Soho,"Modern new 450 sf. studio in Palermo (Soho) with balcony, lovely view to garden and swimming pool.<br />Located at the heart of Palermo Soho one of the nicest and coolest area of Buenos Aires, close to some of the best restaurants.","The Palermo Soho neighborhood is very well located. It has all public transport (buses, metro or subway ) and taxis at all times. It is located 5 minutes walking from the Botanical Garden and 10 minutes from the Zoo Garden. There are several parks nearby such as Palermo's large forest with its lakes and rose bushes.<br />Leaving the apartment to the left (starting from the 3rd block)  is the heart of Palermo Soho, with bars, restaurants of all kinds, trendy breweries, designer clothing stores and flea markets, and decoration shops. There's a great movement of day and at night.",https://a0.muscache.com/pictures/36377121/bf845c55_original.jpg,569853,https://www.airbnb.com/users/show/569853,Graciela,09/05/2011,"Buenos Aires, Argentina","Hola! Somos Graciela y Paula, madre e hija. Nacimos y crecimos en Buenos Aires y hace mas de 30 años que estamos viviendo en Palermo. Amamos viajar, conocer sitios nuevos y maravillosos. Lo que hace un hermoso recuerdo, entre otras cosas es la BUENA ATENCION, por eso nos esmeramos  para  que nuestros huéspedes pasen una gran estadía y se lleven hermosos recuerdos de Buenos Aires. Estamos a su servicio..... ;)

Hello! We are Graciela and Paula, and we are mother and daughter. We were born and raised in Buenos Aires and we have been living in Palermo for more than 30 years. We love to travel, and that is why we strive for our guests to have a great stay. We are waiting for you!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b92b55e7-e590-4511-af3a-cfabd7010d54.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b92b55e7-e590-4511-af3a-cfabd7010d54.jpg?aki_policy=profile_x_medium,Palermo,2,3,"['email', 'phone']",t,t,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",Palermo,,-34.58652,-58.42096,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,1,2,"[""Bathtub"", ""Air conditioning"", ""Backyard"", ""Mini fridge"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""Books and reading material"", ""Outdoor furniture"", ""Heating"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Elevator"", ""Outdoor shower"", ""Essentials"", ""Hangers"", ""Ethernet connection"", ""Laundromat nearby"", ""Microwave"", ""Conditioner"", ""Private patio or balcony"", ""Shared pool"", ""Single level home"", ""Stove"", ""55 inch HDTV with standard cable, Netflix"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Paid parking lot off premises"", ""Body soap"", ""Crib - available upon request"", ""Shampoo"", ""Toaster"", ""Outdoor dining area"", ""BBQ grill: charcoal"", ""Dryer"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Exterior security cameras on property"", ""Shower gel"", ""Bidet"", ""Host greets you"", ""Clothing storage"", ""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen"", ""Freezer""]",43994,2,360,2,2,1125,1125,2,1125,,t,4,24,46,302,30/01/2025,341,32,2,274,34,192,8446848,11/06/2014,26/01/2025,4.83,4.92,4.77,4.94,4.89,4.97,4.86,,f,2,2,0,0,2.63
2722967,https://www.airbnb.com/rooms/2722967,2.02501E+13,29/01/2025,city scrape,Modern Studio - Puerto Madero - 8 Fl - Amenities,"Hello, we are Marcela and Gabriel and we want to introduce you to our suite in a modern building with amenities and 24 hour security in Puerto Madero neighborhood.<br /><br />About us we are airbnb superhost and we invite you to see our profile where you will find more than 200 positive reviews that describe our service.<br /><br />Modern modern studio of 38 m2 with spectacular window with a good view of the port and canal view in a complex in Puerto Madero.","The apartment is located in the most exclusive neighborhood in Buenos Aires .<br />- Ability to walk quietly and safe 24 hours.<br />- There is a Jumbo supermarket just 1 block from the building , which includes an excellent selection of fruit , ready meals , laundry / dry cleaning and almost anything you might need a tourist.<br />- Very close to the UCA ( Universidad Católica Argentina ) .<br />- Plazas, nearby trees and green spaces, places to run and games for children.<br />- Restaurants and bars of all kinds, from Italian , pizzerias , to the best sushi, traditional grills, restaurants and the famous Hotel Faena .<br />- Ice cream and coffee groups, from the classics to Freddo Starbucks and many others, some of them unique in Puerto Madero.<br />- 15 minutes walking you can reach the neighborhoods of La Boca , San Telmo and Center.<br />- Casino Puerto Madero Madero Tango show and are very close to the building ( can walk ) .",https://a0.muscache.com/pictures/miso/Hosting-2722967/original/4b6bec98-55f1-4c19-bfe6-284e76bb05f7.jpeg,8852824,https://www.airbnb.com/users/show/8852824,Marcela,15/09/2013,"Buenos Aires, Argentina",Me gusta viajar cuando puedo,within an hour,100%,98%,t,https://a0.muscache.com/im/users/8852824/profile_pic/1379278712/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8852824/profile_pic/1379278712/original.jpg?aki_policy=profile_x_medium,Puerto Madero,3,4,"['email', 'phone']",t,t,"Buenos Aires, Argentina",Puerto Madero,,-34.62055,-58.36248,Entire serviced apartment,Entire home/apt,4,1,1 bath,0,3,"[""Window guards"", ""Bed linens"", ""Hair dryer"", ""Cleaning products"", ""Heating - split type ductless system"", ""Dedicated workspace"", ""Canal view"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Crib"", ""Drying rack for clothing"", ""Hangers"", ""50 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix, premium cable"", ""Ethernet connection"", ""Microwave"", ""Glem oven"", ""Harbor view"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Generico conditioner"", ""Shared gym in building"", ""Paid parking lot off premises"", ""Building staff"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Shampoo"", ""Toaster"", ""City skyline view"", ""Exercise equipment"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Clothing storage: dresser"", ""Bidet...",61217,10,365,4,7,1125,1125,6.9,1125,,t,11,41,71,71,29/01/2025,105,22,3,71,21,255,15610335,30/08/2014,18/01/2025,4.96,4.97,4.89,4.97,4.99,4.97,4.96,,f,3,3,0,0,0.83
2737326,https://www.airbnb.com/rooms/2737326,2.02501E+13,30/01/2025,city scrape,Nice Comfy Home in San Telmo 75 sqm,"Bring the whole family to this fantastic accommodation with plenty of space for fun. Two comfortable bedrooms, a full bathroom, a large and equipped kitchen with, and a large, bright living room with open space ideal for traveling with children and babies. We have a crib and accessories to make your stay in the city unique and unforgettable. The apartment is located in the historic center of the city, with underground access,  one block away and connections to the most emblematic places.",,https://a0.muscache.com/pictures/miso/Hosting-2737326/original/62f89e6c-cf63-4845-90e3-864f63277e99.jpeg,14005935,https://www.airbnb.com/users/show/14005935,Nicolás,07/04/2014,"Buenos Aires, Argentina",,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/User-14005935/original/8802fcf8-8711-4079-bff4-04b2144d34ae.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-14005935/original/8802fcf8-8711-4079-bff4-04b2144d34ae.jpeg?aki_policy=profile_x_medium,A,2,2,"['email', 'phone']",t,t,,Constitucion,,-34.6236665,-58.378313,Entire rental unit,Entire home/apt,4,1,1 bath,2,3,"[""Bathtub"", ""Air conditioning"", ""Radiant heating"", ""Other stainless steel gas stove"", ""TV"", ""Bed linens"", ""Hair dryer"", ""Books and reading material"", ""Clothing storage: closet"", ""Heating - split type ductless system"", ""Dedicated workspace"", ""Dishes and silverware"", ""Elevator"", ""Generico body soap"", ""Smoking allowed"", ""Pets allowed"", ""Essentials"", ""Drying rack for clothing"", ""Hangers"", ""Whirlpool refrigerator"", ""Florencia stainless steel oven"", ""Laundromat nearby"", ""Microwave"", ""Single level home"", ""Room-darkening shades"", ""Hot water kettle"", ""Coffee"", ""Luggage dropoff allowed"", ""Hot water"", ""Wifi"", ""Dining table"", ""Crib - available upon request"", ""Toaster"", ""Dove conditioner"", ""Extra pillows and blankets"", ""Standalone high chair - available upon request"", ""Cooking basics"", ""Host greets you"", ""Iron"", ""Bidet"", ""Outlet covers"", ""Dove shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Kitchen"", ""Freezer"", ""Baking sheet"", ""Children\u2019s books an...",42009,4,365,4,4,365,365,4,365,,t,29,59,89,89,30/01/2025,11,11,1,89,10,88,3696792,26/02/2024,03/01/2025,4.45,4.82,4.27,5,4.82,4.82,4.64,,f,2,2,0,0,0.97
